Ref,Val,Package,PosX,PosY,Rot,Side
"CN3","AXE640124D","CONN-SMD_40P-P0.40_OK-14GM040-04",113.600000,-60.000000,-90.000000,bottom
"CN4","AXE640124D","CONN-SMD_40P-P0.40_OK-14GM040-04",92.400000,-60.000000,-90.000000,bottom
